artist_track,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
"Sidhu Moose Wala, Sunny Malton, The Kidd - Levels",76.0,228705,1.0,0.592,0.728,2.0,-6.098,1,0.311,0.00148,0.0,0.379,0.577,113.17,5
"Aaron Smith, Luvli, Krono - Dancin - krono remix",76.0,256000,0.0,0.751,0.727,10.0,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4
"Bee Gees - More than a woman - from ""saturday night fever"" soundtrack",76.0,196213,0.0,0.601,0.703,7.0,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,4
"Daft Punk, Julian Casablancas - Instant crush",76.0,337560,0.0,0.775,0.585,10.0,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,4
"Ap Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon - Brown munde",76.0,254400,0.0,0.854,0.611,8.0,-6.26,0,0.0864,0.223,0.0,0.119,0.417,100.024,4
Shubh - Elevated,76.0,200658,1.0,0.828,0.533,6.0,-5.779,0,0.091,0.214,2.8e-05,0.307,0.605,93.021,4
Travis Scott - Can't say,76.0,198408,1.0,0.702,0.708,10.0,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,4
"Anirudh Ravichander, Jonita Gandhi - Arabic kuthu - halamithi habibo",76.0,279677,0.0,0.608,0.757,2.0,-6.945,1,0.164,0.259,0.00216,0.259,0.625,124.078,4
Måneskin - Zitti e buoni,76.0,194786,1.0,0.625,0.939,4.0,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,102.999,4
"Alok, Sigala, Ellie Goulding - All by myself",76.0,171747,0.0,0.662,0.848,0.0,-4.338,0,0.0346,0.0932,7.62e-06,0.241,0.773,123.041,4
Bastille - Pompeii,76.0,214147,0.0,0.679,0.715,9.0,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4
Fountains Of Wayne - Stacy's mom,76.0,197986,0.0,0.774,0.75,11.0,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4
Sub Urban - Cradles,76.0,209829,0.0,0.537,0.586,6.0,-1.864,1,0.314,0.265,7.04e-05,0.175,0.624,79.056,4
"Salem Ilese, Tomorrow X Together, Alan Walker - Ps5",76.0,152214,0.0,0.602,0.642,2.0,-5.404,0,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,4
The Notorious B.I.G. - Juicy - 2005 remaster,76.0,302760,1.0,0.889,0.818,9.0,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,4
Sara Kays - Remember that night?,76.0,227186,0.0,0.679,0.61,7.0,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,4
Foo Fighters - Best of you,76.0,255626,0.0,0.366,0.94,1.0,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,4
"Itssvd, Shiloh Dynasty - Losing interest",76.0,120546,0.0,0.753,0.355,8.0,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,4
Pink Sweat$ - At my worst,76.0,170344,0.0,0.813,0.415,0.0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4
"Tiësto, Black Eyed Peas - Pump it louder",76.0,158571,0.0,0.66,0.942,4.0,-2.273,1,0.185,0.00789,1.76e-05,0.834,0.543,126.017,4
M.I.A. - Bad girls,76.0,227520,0.0,0.639,0.912,1.0,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,4
Astn - Happier than ever,76.0,109325,1.0,0.667,0.457,6.0,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,4
Peter Bjorn And John - Young folks,76.0,276693,0.0,0.699,0.812,0.0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4
Sarah Cothran - As the world caves in,76.0,161612,0.0,0.422,0.25,0.0,-6.836,1,0.0351,0.441,0.0,0.35,0.246,124.026,4
Two Feet - Love is a bitch,76.0,181466,1.0,0.532,0.178,9.0,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,3
Lonely God - Marlboro nights,76.0,68522,0.0,0.466,0.823,2.0,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,4
Vansire - From the subway train,76.0,57370,0.0,0.392,0.429,5.0,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104,4
Clairo - Flaming hot cheetos,76.0,123884,0.0,0.817,0.551,7.0,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,4
Awfultune - I met sarah in the bathroom,76.0,121374,1.0,0.675,0.408,0.0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,4
Her'S - What once was,76.0,255067,0.0,0.526,0.877,3.0,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,3
"Mobb Deep - Shook ones, pt. ii",76.0,325506,1.0,0.763,0.786,10.0,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,4
"Dj Snake, Bipolar Sunshine - Middle",76.0,220573,0.0,0.583,0.695,9.0,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,4
"Regard, Troye Sivan, Tate Mcrae - You",76.0,233386,1.0,0.691,0.695,0.0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,4
Penelope Scott - Rät,76.0,194165,1.0,0.609,0.449,5.0,-13.291,0,0.249,0.326,0.000115,0.147,0.309,143.854,4
Elvis Presley - Suspicious minds,76.0,261279,0.0,0.487,0.382,7.0,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,4
"Labrinth, Zendaya - All for us - from the hbo original series euphoria",76.0,192986,0.0,0.348,0.652,3.0,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,4
"Meduza, Hozier - Tell it to my heart",76.0,165524,0.0,0.539,0.715,11.0,-6.639,0,0.0595,0.0265,0.0,0.609,0.489,123.854,4
Pearl Jam - Even flow,76.0,292580,0.0,0.394,0.944,10.0,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,4
The Plot In You - Feel nothing,76.0,216826,1.0,0.448,0.825,4.0,-5.307,0,0.0621,0.00353,0.0,0.108,0.226,144.17,4
Cigarettes After Sex - Cry,76.0,256799,0.0,0.406,0.399,7.0,-10.449,1,0.0278,0.756,0.678,0.112,0.163,142.83,4
Bon Jovi - Always,76.0,353026,0.0,0.383,0.659,4.0,-5.558,1,0.0312,0.117,0.0,0.0778,0.327,140.795,4
"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel Aa - Baila baila baila - remix",76.0,235284,0.0,0.785,0.572,2.0,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,4
"Sech, Daddy Yankee, J Balvin, Rosalía, Farruko - Relación - remix",76.0,247308,0.0,0.793,0.771,5.0,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,4
Billie Eilish - Billie bossa nova,76.0,196730,0.0,0.895,0.389,7.0,-11.036,0,0.11,0.222,0.0346,0.105,0.549,110.023,4
"Rvfv, Kikimoteleba - Tigini",76.0,175555,0.0,0.782,0.655,6.0,-5.971,0,0.0566,0.377,0.00134,0.0749,0.662,135.018,4
Twenty One Pilots - Chlorine,76.0,324466,0.0,0.609,0.674,10.0,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4
"Wisin & Yandel, Chris Brown, T-Pain - Algo me gusta de ti",76.0,274946,0.0,0.627,0.768,11.0,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.953,4
"Calvin Harris, John Newman - Blame",76.0,212960,0.0,0.414,0.857,0.0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,4
Gorillaz - Clint eastwood,76.0,340920,1.0,0.663,0.694,10.0,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,4
"Shakira, Maluma - Chantaje",76.0,195840,0.0,0.852,0.773,8.0,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,4
Tove Lo - Habits,76.0,209160,0.0,0.733,0.65,5.0,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4
"Lost Frequencies, James Arthur - Questions",76.0,177156,0.0,0.599,0.713,11.0,-7.008,1,0.0542,0.405,2.53e-05,0.266,0.518,123.962,4
Slipknot - Psychosocial,76.0,284120,0.0,0.568,0.981,2.0,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,4
"Anuel Aa, Daddy Yankee, Karol G, J Balvin, Ozuna - China",76.0,301714,0.0,0.786,0.808,7.0,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4
Water Sound Natural White Noise - Deep sleep recovery noise,76.0,63000,0.0,0.0,0.032,1.0,-30.704,1,0.0,0.916,0.202,0.103,0.0,0.0,0
Genevieve Stokes - Habits,76.0,136733,0.0,0.663,0.287,9.0,-9.469,1,0.0344,0.854,6.85e-06,0.346,0.438,82.457,4
Linkin Park - Crawling,76.0,208960,0.0,0.58,0.702,4.0,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4
Melanie Martinez - Teacher's pet,76.0,241893,1.0,0.686,0.794,7.0,-6.136,0,0.0385,0.27,2.25e-05,0.125,0.532,140.952,3
"Ozuna, Feid - Hey mor",76.0,196600,0.0,0.901,0.589,1.0,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4
Crystal Castles - Transgender,76.0,184760,0.0,0.522,0.914,7.0,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,3
"Joel Corry, Raye, David Guetta - Bed",76.0,178087,0.0,0.671,0.782,6.0,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,4
Bella Poarch - Build a bitch,76.0,122772,1.0,0.855,0.463,3.0,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4
Calvin Harris - My way,76.0,219159,0.0,0.818,0.913,4.0,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4
Avenged Sevenfold - Hail to the king,76.0,305906,0.0,0.58,0.916,3.0,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4
Rob Zombie - Dragula,76.0,222826,0.0,0.591,0.963,0.0,-6.489,0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,4
Beendo Z - Pas bête,76.0,143525,1.0,0.734,0.532,7.0,-9.038,0,0.102,0.361,0.0,0.105,0.491,138.043,4
Arctic Monkeys - Knee socks,76.0,257563,0.0,0.665,0.542,11.0,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,4
Bts - Filter,76.0,180220,0.0,0.779,0.762,10.0,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,4
Arctic Monkeys - When the sun goes down,76.0,202133,1.0,0.348,0.875,11.0,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152,4
Pav Dharia - Na ja,76.0,208000,0.0,0.772,0.649,2.0,-6.411,1,0.143,0.0724,0.0,0.0761,0.824,90.072,4
Madhur Sharma - Kali kali zulfon ke,76.0,77142,0.0,0.464,0.491,7.0,-7.039,1,0.0392,0.837,1.39e-06,0.111,0.106,76.739,3
"Dhibu Ninan Thomas, Kapil Kapilan - Adiye - from ""bachelor""",76.0,272000,0.0,0.709,0.454,9.0,-7.843,0,0.167,0.445,0.0,0.136,0.548,90.038,4
"Pink Floyd - Another brick in the wall, pt. 2",76.0,238746,0.0,0.693,0.394,0.0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,4
"Ariana Grande, Nicki Minaj - Side to side",76.0,226160,1.0,0.65,0.736,6.0,-5.84,0,0.229,0.0513,0.0,0.235,0.612,159.174,4
Blackpink - Ready for love,76.0,184677,0.0,0.564,0.682,6.0,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,4
Iyaz - Replay,76.0,182306,0.0,0.706,0.751,9.0,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4
The Red Jumpsuit Apparatus - Face down,76.0,192000,0.0,0.545,0.932,7.0,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,4
"Clean Bandit, Zara Larsson - Symphony",76.0,212733,0.0,0.715,0.605,0.0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,4
My Chemical Romance - Helena,76.0,204733,0.0,0.356,0.96,4.0,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,4
"Ricky Rich, Dardan, Dj Gimi-O - Habibi - albanian remix",76.0,129589,0.0,0.639,0.728,4.0,-7.065,0,0.0301,0.0223,0.00384,0.68,0.0996,103.966,4
Pearl Jam - Alive,76.0,340907,0.0,0.284,0.875,11.0,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4
The Outfield - Your love,76.0,216466,0.0,0.579,0.654,1.0,-12.421,0,0.0553,0.121,3.62e-06,0.0673,0.616,129.537,4
"Camila Cabello, Dababy - My oh my",76.0,170746,0.0,0.724,0.491,8.0,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4
"America, George Martin - A horse with no name",76.0,252239,0.0,0.654,0.506,11.0,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4
"Lauv, Bts - Who",76.0,180413,0.0,0.632,0.339,11.0,-7.983,0,0.0337,0.546,0.0,0.104,0.0969,141.642,3
Green Day - When i come around,76.0,178000,0.0,0.531,0.909,11.0,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,4
Sum 41 - In too deep,76.0,207093,0.0,0.568,0.844,9.0,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,4
"Max, Ali Gatie - Butterflies",76.0,191250,0.0,0.7,0.613,11.0,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,4
Bts - Spring day,76.0,274097,0.0,0.539,0.846,8.0,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,4
Nirvana - Something in the way,76.0,232146,0.0,0.427,0.201,8.0,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
Limp Bizkit - Rollin',76.0,213760,1.0,0.603,0.933,1.0,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,4
"Dhanush, Anirudh Ravichander - Thaai kelavi",76.0,258909,0.0,0.661,0.92,9.0,-3.469,0,0.188,0.0352,1.4e-05,0.314,0.494,82.508,4
Bazzi - Mine,76.0,131064,1.0,0.71,0.789,4.0,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4
"Jonas Blue, Why Don'T We - Don’t wake me up",76.0,188894,0.0,0.621,0.747,11.0,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,4
Bts - Fake love,76.0,242333,0.0,0.557,0.719,2.0,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4
Radiohead - Karma police,76.0,264066,0.0,0.36,0.501,7.0,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,4
"Madonna, Sickick - Frozen",76.0,120157,0.0,0.706,0.633,1.0,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,4
The Beatles - Yesterday - remastered 2009,76.0,125666,0.0,0.332,0.179,5.0,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,4
Norah Jones - Don't know why,76.0,186251,0.0,0.745,0.219,5.0,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,4
Yoasobi - 祝福,76.0,196235,0.0,0.553,0.958,4.0,-3.159,0,0.073,0.0186,3.08e-05,0.297,0.541,170.045,4
Onerepublic - Run,76.0,169010,0.0,0.682,0.72,11.0,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003,4
"Sia, Diplo, Labrinth, Lsd - Genius",76.0,213706,0.0,0.603,0.615,11.0,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,4
Ariana Grande - Into you,76.0,244453,0.0,0.623,0.734,9.0,-5.95,1,0.107,0.0162,1.9e-06,0.145,0.372,107.853,4
Onerepublic - Secrets,76.0,224693,0.0,0.516,0.764,2.0,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,4
Onerepublic - Someday,76.0,187888,0.0,0.576,0.679,0.0,-7.237,1,0.034,0.0311,0.0,0.323,0.213,121.005,4
"Zedd, Alessia Cara - Stay",76.0,210090,0.0,0.69,0.622,5.0,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4
"Jonas Blue, Jp Cooper - Perfect strangers",76.0,196613,0.0,0.73,0.861,1.0,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,4
Billy Joel - We didn't start the fire,76.0,287733,0.0,0.712,0.967,7.0,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,4
Bill Withers - Lovely day,76.0,254560,0.0,0.692,0.651,9.0,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4
Katy Perry - The one that got away,76.0,227333,0.0,0.691,0.795,1.0,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,4
"Armaan Malik, Vishal Mishra - Pehla pyaar",76.0,272532,0.0,0.607,0.713,4.0,-5.105,1,0.03,0.56,4.98e-05,0.101,0.611,124.868,4
"Sam Tinnesz, Yacht Money - Play with fire",76.0,180690,0.0,0.573,0.539,2.0,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4
Jet - Are you gonna be my girl,76.0,213800,0.0,0.613,0.953,2.0,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,4
The Doobie Brothers - Listen to the music,76.0,227266,0.0,0.645,0.598,1.0,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,4
Lifehouse - You and me,76.0,195493,0.0,0.459,0.427,7.0,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,3
Twice - Fancy,76.0,213880,0.0,0.697,0.874,5.0,-2.15,0,0.0449,0.0122,0.0,0.627,0.775,132.018,4
Franz Ferdinand - This fffire - new version,76.0,218080,0.0,0.442,0.887,4.0,-5.943,0,0.1,0.0259,4.57e-06,0.0655,0.637,146.358,4
The Neighbourhood - Stargazing,76.0,217026,0.0,0.512,0.483,0.0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4
X Ambassadors - Renegades,76.0,195200,0.0,0.526,0.862,2.0,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4
Twice - I can't stop me,76.0,205493,0.0,0.657,0.88,10.0,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,4
Fresh - Chop,76.0,195560,1.0,0.745,0.801,3.0,-6.545,0,0.724,0.439,1.13e-06,0.519,0.486,143.011,4
"Lauv, Troye Sivan - I'm so tired...",76.0,162586,0.0,0.576,0.736,11.0,-7.572,1,0.224,0.178,0.0,0.238,0.484,101.928,4
Nirvana - The man who sold the world,76.0,261093,0.0,0.483,0.753,1.0,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4
Stray Kids - God’s menu,76.0,167922,0.0,0.689,0.771,5.0,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052,4
Seventeen - Cheers,76.0,181466,0.0,0.74,0.848,2.0,-4.697,1,0.097,0.306,0.0,0.193,0.881,159.991,4
Indila - Dernière danse,76.0,213493,0.0,0.669,0.449,0.0,-7.658,0,0.0489,0.184,0.0,0.0729,0.327,114.926,4
Lil Tjay - Sex sounds,76.0,162453,1.0,0.857,0.427,8.0,-8.638,1,0.112,0.281,0.0,0.108,0.366,130.033,4
"Dj Snake, Selena Gomez, Ozuna, Cardi B - Taki taki",76.0,212500,1.0,0.842,0.801,8.0,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4
Stray Kids - Thunderous,76.0,183266,0.0,0.601,0.786,1.0,-3.706,1,0.234,0.213,0.0,0.209,0.79,172.156,4
"Jason Derulo, Nicki Minaj, Ty Dolla $Ign - Swalla",76.0,216408,1.0,0.696,0.817,1.0,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,4
The Human League - Don't you want me,76.0,236920,0.0,0.731,0.738,9.0,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,4
3 Doors Down - Here without you,76.0,238733,0.0,0.557,0.533,10.0,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,4
The 1975 - Oh caroline,76.0,212568,0.0,0.646,0.85,2.0,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4
M83 - Midnight city,76.0,243960,0.0,0.507,0.729,11.0,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,4
Dead Or Alive - You spin me round,76.0,195146,0.0,0.554,0.963,6.0,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,4
"Jack Harlow, Tory Lanez, Dababy, Lil Wayne - Whats poppin  - remix",76.0,227478,1.0,0.904,0.723,11.0,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,4
Itzy - Loco,76.0,191462,0.0,0.759,0.886,1.0,-3.067,1,0.187,0.0103,2.04e-05,0.342,0.489,102.065,4
Abba - Mamma mia,77.0,213266,0.0,0.749,0.748,2.0,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,4
Ado - 新時代 - ウタ from one piece film red,77.0,228214,0.0,0.494,0.986,7.0,-2.262,1,0.243,0.0505,4.41e-06,0.334,0.421,175.003,4
"Kungs, Cookin' On 3 Burners - This girl",77.0,195546,0.0,0.792,0.717,0.0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,4
Maluma - Hawái,77.0,199112,0.0,0.783,0.727,6.0,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4
Banners - Someone to you,77.0,219801,0.0,0.52,0.903,2.0,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,4
"Ankit Tiwari, Manoj Muntashir - Galliyan returns",77.0,350011,0.0,0.43,0.612,10.0,-5.534,0,0.0392,0.432,2.29e-06,0.0955,0.241,85.959,4
Echosmith - Cool kids,77.0,237626,0.0,0.719,0.671,8.0,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4
Corinne Bailey Rae - Put your records on,77.0,215360,0.0,0.739,0.511,9.0,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,4
Billie Eilish - Wish you were gay,77.0,221543,0.0,0.853,0.351,7.0,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,4
Le Sserafim - Antifragile,77.0,184444,0.0,0.882,0.797,10.0,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025,4
Two Feet - Go fuck yourself,77.0,129599,1.0,0.765,0.327,6.0,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,4
Skillet - Monster,77.0,178013,0.0,0.64,0.957,8.0,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,4
"Calvin Harris, Sam Smith, Jessie Reyez - Promises",77.0,213309,0.0,0.781,0.768,11.0,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4
"A.R. Rahman, A. R. Reihana, Bamba Bakya - Ponni nadhi  - tamil",77.0,290526,0.0,0.687,0.637,10.0,-9.55,0,0.13,0.12,0.0,0.291,0.56,152.0,4
George Ezra - Green green grass,77.0,167613,0.0,0.685,0.738,8.0,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,4
Yusuf / Cat Stevens - Wild world,77.0,200560,0.0,0.48,0.542,0.0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,4
Halsey - Walls could talk,77.0,101789,1.0,0.626,0.423,1.0,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162,4
"Yasser Desai, Neha Kakkar, Rajat Nagpal - Dil ko karaar aaya",77.0,231486,0.0,0.55,0.448,11.0,-9.117,1,0.0366,0.777,0.000459,0.111,0.388,147.986,4
"Felix Jaehn, Ray Dalton - Call it love",77.0,154560,0.0,0.616,0.841,5.0,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,4
"Sigala, Talia Mar - Stay the night",77.0,171954,0.0,0.636,0.936,7.0,-2.65,0,0.0729,0.177,0.0,0.0879,0.415,124.034,4
"Mr. Probz, Robin Schulz - Waves - robin schulz radio edit",77.0,208133,0.0,0.829,0.51,5.0,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,4
Foo Fighters - Learn to fly,77.0,235293,0.0,0.465,0.919,4.0,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4
Halsey - So good,77.0,176058,0.0,0.576,0.627,3.0,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,4
Aimer - 残響散歌,77.0,184893,0.0,0.367,0.896,11.0,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,4
"Grover Washington, Jr., Bill Withers - Just the two of us",77.0,438493,0.0,0.749,0.497,10.0,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,4
"Marshmello, Halsey - Be kind",77.0,172761,0.0,0.63,0.633,4.0,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4
Enhypen - Fever,77.0,172106,0.0,0.6,0.713,6.0,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,4
Toploader - Dancing in the moonlight,77.0,232693,0.0,0.632,0.856,10.0,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,4
Tai Verdes - A-o-k,77.0,173640,1.0,0.731,0.626,11.0,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,4
"Dhanush, Anirudh Ravichander - Mayakkama kalakkama",77.0,142258,0.0,0.789,0.536,9.0,-5.422,0,0.0424,0.604,2.09e-06,0.088,0.877,124.029,4
The Rolling Stones - Start me up - remastered 2009,77.0,213066,0.0,0.631,0.932,5.0,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,4
Enhypen - Future perfect,77.0,180750,0.0,0.658,0.9,9.0,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,4
"Meduza, Goodboys - Piece of your heart",77.0,152913,0.0,0.677,0.744,10.0,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4
Pink Floyd - Wish you were here,77.0,334743,0.0,0.481,0.262,7.0,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,4
Onerepublic - West coast,77.0,192947,0.0,0.685,0.699,6.0,-7.803,0,0.0349,0.317,0.0,0.0895,0.884,134.057,4
The Neighbourhood - Afraid,77.0,251186,1.0,0.464,0.701,6.0,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4
Ritt Momney - Put your records on,77.0,210463,0.0,0.399,0.491,6.0,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,4
Billie Eilish - Nda,77.0,195776,1.0,0.765,0.373,8.0,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,4
System Of A Down - Aerials,77.0,235053,0.0,0.364,0.922,0.0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4
Vanessa Carlton - A thousand miles,77.0,237493,0.0,0.56,0.825,11.0,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,4
Deftones - Change,77.0,299533,0.0,0.269,0.853,7.0,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4
"Calvin Harris, Disciples - How deep is your love",77.0,212640,0.0,0.738,0.868,11.0,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4
"Jasleen Royal, B Praak, Romy, Anvita Dutt - Ranjha",77.0,228855,0.0,0.603,0.573,1.0,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941,4
Chimbala - Feliz,77.0,177240,0.0,0.848,0.852,8.0,-2.158,0,0.103,0.373,0.0323,0.0865,0.956,129.995,4
Tom Petty - Free fallin',77.0,256000,0.0,0.623,0.449,5.0,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,4
