,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster_genres,cluster_attributs,artist_track
25212,3lyLqIn8mybyEFTs8JJaLf,Michael Bublé,It's Time,Home,71,225906,False,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-05,0.112,0.349,127.631,4,jazz,30,6,Michael Bublé - Home
25215,6Rqn2GFlmvmV4w9Ala0I1e,Nina Simone,I Put A Spell On You,Feeling good,73,174000,False,0.399,0.326,7,-9.239,0,0.0386,0.864,0.0,0.191,0.546,79.206,4,jazz,30,6,Nina Simone - Feeling good
25216,6jGnykaS6TkWp15utXSAeI,Norah Jones,Come Away With Me (Super Deluxe Edition),Come away with me,74,198226,False,0.436,0.141,0,-13.271,1,0.0308,0.902,2.81e-06,0.126,0.146,76.64,3,jazz,30,6,Norah Jones - Come away with me
25218,4Hhv2vrOTy89HFRcjU3QOx,Etta James,At Last!,At last,75,179693,False,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,3,jazz,30,6,Etta James - At last
25223,1zNXF2svmdlNxfS5XeNUgr,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't know why,76,186251,False,0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,4,jazz,30,6,Norah Jones - Don't know why
25224,1IqF5PUDUnaykHLs0RWbDO,"Badbadnotgood, Samuel T. Herring",IV,Time moves slow,71,273864,False,0.591,0.376,11,-10.832,0,0.0543,0.478,0.0282,0.101,0.308,140.026,4,jazz,30,3,"Badbadnotgood, Samuel T. Herring - Time moves slow"
25229,4T6HLdP6OcAtqC6tGnQelG,Michael Bublé,Call Me Irresponsible,Everything,71,212373,False,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,4,jazz,30,3,Michael Bublé - Everything
25239,6ztstiyZL6FXzh4aG46ZPD,"Earth, Wind & Fire, The Emotions",I Am,Boogie wonderland,76,288293,False,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4,jazz,30,3,"Earth, Wind & Fire, The Emotions - Boogie wonderland"
25248,4fIWvT19w9PR0VVBuPYpWA,Michael Bublé,Crazy Love,Haven't met you yet,72,244586,False,0.615,0.733,8,-4.808,1,0.0335,0.152,0.0,0.109,0.796,122.58,4,jazz,30,2,Michael Bublé - Haven't met you yet
25261,7zkLpY72g6lKQbiHDqri1S,Norah Jones,Feels Like Home,Sunrise,73,200626,False,0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,4,jazz,30,6,Norah Jones - Sunrise
25269,1kPBT8S2wJFNAyBMnGVZgL,Etta James,Tell Mama,I'd rather go blind,71,156653,False,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,3,jazz,30,6,Etta James - I'd rather go blind
25270,0PV1TFUMTBrDETzW6KQulB,Souls Of Mischief,93 'til Infinity,93 'til infinity,71,286440,False,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,4,jazz,30,2,Souls Of Mischief - 93 'til infinity
25304,3NfxSdJnVdon1axzloJgba,Aretha Franklin,Aretha Now,I say a little prayer,75,216773,False,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,4,jazz,30,6,Aretha Franklin - I say a little prayer
25354,5AkV53fo1u01mi8r22JNeF,"Ardhito Pramono, Aurélie",I Just Couldn't Save You Tonight (feat. Aurélie) [Story of Kale - Original Motion Picture Soundtrack],I just couldn't save you tonight (feat. aurélie) - story of kale - original motion picture soundtrack,71,219600,False,0.372,0.322,7,-9.831,1,0.0398,0.851,1.02e-06,0.108,0.152,85.064,4,jazz,30,6,"Ardhito Pramono, Aurélie - I just couldn't save you tonight  - story of kale - original motion picture soundtrack"
25362,3hkC9EHFZNQPXrtl8WPHnX,"Alka Yagnik, Arijit Singh",Tamasha,Agar tum saath ho,73,341054,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop,3,6,"Alka Yagnik, Arijit Singh - Agar tum saath ho"
25363,45OX2jjEw1l7lOFJfDP9fv,Lisa,LALISA,Money,78,168227,False,0.826,0.553,1,-10.121,0,0.234,0.163,4.12e-05,0.135,0.4,140.037,4,k-pop,3,3,Lisa - Money
25364,5aucVLKiumD89mxVCB4zvS,"Crush, J-Hope",Rush Hour,Rush hour (feat. j-hope of bts),83,177302,False,0.738,0.714,0,-5.235,1,0.249,0.157,0.0,0.31,0.74,95.035,4,k-pop,3,2,"Crush, J-Hope - Rush hour"
25365,1R0hxCA5R7z5TiaXBZR7Mf,Jennie,SOLO,Solo,73,169566,False,0.752,0.642,3,-5.165,0,0.0869,0.0861,0.0,0.0953,0.388,95.043,4,k-pop,3,3,Jennie - Solo
25366,4a9tbd947vo9K8Vti9JwcI,"Bts, Halsey",MAP OF THE SOUL : PERSONA,Boy with luv (feat. halsey),80,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop,3,3,"Bts, Halsey - Boy with luv"
25367,2KZ3sNqPogEyMUUH6A5HFy,Lisa,LALISA,Lalisa,73,200689,False,0.804,0.652,8,-6.282,1,0.0898,0.0267,0.000782,0.118,0.854,150.076,4,k-pop,3,2,Lisa - Lalisa
25368,2kOH2QZB7F7I1iVXqwKuBF,"Dhanush, Anirudh Ravichander","Mayakkama Kalakkama (From ""Thiruchitrambalam"")","Mayakkama kalakkama (from ""thiruchitrambalam"")",77,142258,False,0.789,0.536,9,-5.422,0,0.0424,0.604,2.09e-06,0.088,0.877,124.029,4,k-pop,3,3,"Dhanush, Anirudh Ravichander - Mayakkama kalakkama"
25369,5FVbvttjEvQ8r2BgUcJgNg,Bts,BE,Life goes on,79,207481,False,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,4,k-pop,3,2,Bts - Life goes on
25371,5QDLhrAOJJdNAmCTJ8xMyW,Bts,BE,Dynamite,85,199053,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,k-pop,3,3,Bts - Dynamite
25372,0loZn1c5heXie7OAtvK6nH,"Jubin Nautiyal, Rocky - Shiv",Humnava Mere,Humnava mere,72,328992,False,0.401,0.553,5,-8.263,0,0.0337,0.47,2.96e-06,0.124,0.364,79.144,4,k-pop,3,3,"Jubin Nautiyal, Rocky - Shiv - Humnava mere"
25373,7EyhPjrJzjx0fk2i7vUJCS,Blackpink,Pink Venom,Pink venom,85,186964,False,0.794,0.719,0,-7.227,1,0.0761,0.0119,0.0,0.276,0.69,90.016,4,k-pop,3,2,Blackpink - Pink venom
25374,3BHR1mJOqn2UZyq98YKPgd,Blackpink,BORN PINK,Typa girl,82,179172,True,0.918,0.585,7,-7.781,1,0.0889,0.0627,0.0,0.624,0.519,131.966,4,k-pop,3,5,Blackpink - Typa girl
25375,1I2MEjnS9c4OPMnKWbIuYs,Blackpink,BORN PINK,Hard to love,80,162569,True,0.647,0.723,5,-6.214,1,0.0491,0.00503,0.0,0.176,0.443,105.001,4,k-pop,3,5,Blackpink - Hard to love
25376,6bvZRLLkBKkmgpBJTTj3QK,Blackpink,THE ALBUM,How you like that,75,180956,False,0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,4,k-pop,3,2,Blackpink - How you like that
25377,6m1TWFMeon7ai9XLOzdbiR,Bts,Love Yourself 轉 'Tear',Fake love,76,242333,False,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4,k-pop,3,3,Bts - Fake love
25378,6tCd8bPvYnceDG7W9M1RMk,Blackpink,BORN PINK,Shut down,87,175889,False,0.813,0.657,0,-6.447,1,0.0372,0.00269,0.0,0.183,0.651,110.053,3,k-pop,3,2,Blackpink - Shut down
25380,1pean7zvZUqcWZaUucH63f,"Dhanush, Anirudh Ravichander","Thaai Kelavi (From ""Thiruchitrambalam"")","Thaai kelavi (from ""thiruchitrambalam"")",76,258909,False,0.661,0.92,9,-3.469,0,0.188,0.0352,1.4e-05,0.314,0.494,82.508,4,k-pop,3,3,"Dhanush, Anirudh Ravichander - Thaai kelavi"
25382,6TQS7URegxmcb8tTNpoXzi,"Dhanush, Anirudh Ravichander","Megham Karukatha (From ""Thiruchitrambalam"")","Megham karukatha (from ""thiruchitrambalam"")",80,290400,False,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,k-pop,3,3,"Dhanush, Anirudh Ravichander - Megham karukatha"
25383,5YMXGBD6vcYP7IolemyLtK,Bts,Love Yourself 結 'Answer',Euphoria,78,228615,False,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996,4,k-pop,3,2,Bts - Euphoria
25385,69BIczdH6QMnFx7dsSssN8,Blackpink,SQUARE UP,Ddu-du ddu-du,71,209355,False,0.671,0.859,4,-3.922,0,0.0833,0.0313,0.0,0.267,0.39,139.931,4,k-pop,3,3,Blackpink - Ddu-du ddu-du
25386,69xohKu8C1fsflYAiSNbwM,Bts,Proof,Run bts,84,204939,False,0.724,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,4,k-pop,3,2,Bts - Run bts
25387,10SRMwb9EuVS1K9rYsBfHQ,Bts,Proof,Yet to come,85,193593,False,0.559,0.885,1,-4.515,1,0.189,0.0432,0.0,0.333,0.683,172.029,4,k-pop,3,2,Bts - Yet to come
25389,5P3o95Jf0YBQRQ4j2XPpfC,Blackpink,BORN PINK,Pink venom,83,186964,False,0.794,0.719,0,-7.227,1,0.0761,0.0119,0.0,0.276,0.69,90.016,4,k-pop,3,2,Blackpink - Pink venom
25392,3XYRV7ZSHqIRDG87DKTtry,Bts,Permission to Dance,Permission to dance,80,187585,False,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,4,k-pop,3,2,Bts - Permission to dance
25397,2FCXQHugkoHE1K3tiDu8pu,"Alka Yagnik, Arijit Singh",Love Forever With Arijit Singh,"Agar tum saath ho (from ""tamasha"")",72,341054,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop,3,6,"Alka Yagnik, Arijit Singh - Agar tum saath ho"
25398,6jjYDGxVJsWS0a5wlVF5vS,Bts,Proof,Butter,83,164952,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,4,k-pop,3,2,Bts - Butter
25403,78tblPcz2otRZd1VOeU7zz,"Yuvan Shankar Raja, Sid Sriram","Kanja Poovu Kannala (From ""Viruman"")","Kanja poovu kannala (from ""viruman"")",74,237558,False,0.72,0.692,8,-6.354,1,0.0894,0.291,0.0,0.177,0.52,110.011,4,k-pop,3,2,"Yuvan Shankar Raja, Sid Sriram - Kanja poovu kannala"
25405,1mWdTewIgB3gtBM3TOSFhB,Bts,"Butter (Hotter, Sweeter, Cooler)",Butter,78,164441,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,k-pop,3,2,Bts - Butter
25408,2gYj9lubBorOPIVWsTXugG,Ive,After LIKE,After like,88,176973,False,0.68,0.922,0,-1.215,1,0.121,0.103,0.0,0.0877,0.799,125.014,4,k-pop,3,2,Ive - After like
25411,0RDqNCRBGrSegk16Avfzuq,Twice,BETWEEN 1&2,Talk that talk,86,177466,False,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,4,k-pop,3,3,Twice - Talk that talk
25412,0yB4jrSwN0bFtFRDR5vyMj,Exo,LOVE SHOT– The 5th Album Repackage,Love shot,74,200306,False,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,4,k-pop,3,3,Exo - Love shot
25413,296nXCOv97WJNRWzIBQnoj,Le Sserafim,FEARLESS,Fearless,83,168437,False,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,4,k-pop,3,2,Le Sserafim - Fearless
25414,6Ho58vQUjGnBU9m8Z6uNcv,Blackpink,BORN PINK,Tally,78,184248,True,0.693,0.606,7,-5.997,1,0.0308,0.00817,0.0,0.0942,0.447,129.942,4,k-pop,3,5,Blackpink - Tally
25415,1HYzRuWjmS9LXCkdVHi25K,"Chanyeol, Punch","Guardian (Original Television Soundtrack), Pt. 1",Stay with me,73,192441,False,0.558,0.526,0,-4.686,0,0.033,0.431,0.0,0.126,0.202,124.709,4,k-pop,3,3,"Chanyeol, Punch - Stay with me"
25417,28tufPkTcXmdNqTvi9hsoG,Blackpink,THE ALBUM,Pretty savage,71,199122,False,0.699,0.588,9,-6.533,0,0.0402,0.00807,0.000131,0.107,0.35,151.971,4,k-pop,3,3,Blackpink - Pretty savage
25419,34TQk2yqzMX6X3AAAOeUvT,Blackpink,BORN PINK,Shut down,73,175889,False,0.813,0.657,0,-6.447,1,0.0372,0.00269,0.0,0.183,0.651,110.053,3,k-pop,3,2,Blackpink - Shut down
25420,2u54HNQamwFuOMLSuhSRom,Bts,Wings,Blood sweat & tears,75,217051,False,0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9,4,k-pop,3,3,Bts - Blood sweat & tears
25422,1GMufNnkKAnPLnqKJ5HHxW,Blackpink,THE ALBUM,Lovesick girls,73,192765,False,0.658,0.732,6,-4.762,1,0.0654,0.00513,0.0,0.13,0.409,127.995,4,k-pop,3,2,Blackpink - Lovesick girls
25424,4JzCFEc3O2UEdjKzevvFH5,Bts,Proof,For youth,78,264480,False,0.633,0.511,2,-5.665,1,0.0368,0.434,0.0,0.248,0.29,116.855,3,k-pop,3,6,Bts - For youth
25425,3jsYQw78lrxJA2ysnmOIf9,Bol4,Red Diary Page.1,Some,74,181373,False,0.659,0.799,1,-2.849,0,0.0629,0.417,0.0,0.0562,0.782,103.991,4,k-pop,3,3,Bol4 - Some
25428,2j1fFjWHCI9KJSwcuYAOyF,Bts,You Never Walk Alone,Spring day,76,274097,False,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,4,k-pop,3,2,Bts - Spring day
25429,5GK7eDDTVz7CTge1wJrDQW,Blackpink,Kill This Love,Kill this love,71,189052,False,0.738,0.861,2,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,4,k-pop,3,2,Blackpink - Kill this love
25430,4bZZVcgWWMWPBwzTTp642w,Bts,MAP OF THE SOUL : 7,Filter,76,180220,False,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,4,k-pop,3,3,Bts - Filter
25434,6I2tqFhk8tq69iursYxuxd,Seventeen,SEVENTEEN 4th Album 'Face the Sun',Hot,80,197586,False,0.765,0.777,5,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,4,k-pop,3,3,Seventeen - Hot
25437,13MF2TYuyfITClL1R2ei6e,Blackpink,SQUARE ONE,Boombayah,77,240793,False,0.661,0.836,5,-3.164,0,0.059,0.00268,0.0,0.497,0.396,124.952,4,k-pop,3,3,Blackpink - Boombayah
25438,1e8J3XClxZbFmvIHLI8CE4,Bts,Love Yourself 結 'Answer',Idol,75,222732,False,0.733,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.42,126.035,4,k-pop,3,2,Bts - Idol
25439,4ZxOuNHhpyOj4gv52MtQpT,Blackpink,As If It's Your Last,As if it's your last,77,213264,False,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,4,k-pop,3,2,Blackpink - As if it's your last
25441,3ABi5sVjvEp08IQEKh8BmG,Blackpink,BORN PINK,Yeah yeah yeah,77,178923,False,0.732,0.555,1,-7.902,0,0.034,0.00522,4.65e-06,0.0586,0.65,124.011,4,k-pop,3,3,Blackpink - Yeah yeah yeah
25443,21hB8x6QTEsTfIDENPcyXm,Blackpink,BORN PINK,The happiest girl,78,222025,False,0.439,0.352,0,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,3,k-pop,3,6,Blackpink - The happiest girl
25449,61tqrU7wp1EnoJ5ajtYXMl,Blackpink,BORN PINK,Ready for love,76,184677,False,0.564,0.682,6,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,4,k-pop,3,2,Blackpink - Ready for love
25455,1ZPeaPDjQOOC8hw1mNjyjF,Bts,Love Yourself 承 'Her',Pied piper,75,245620,False,0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.778,94.051,4,k-pop,3,3,Bts - Pied piper
25456,6Yc3tjFCVR2bfAQFRTZBef,Bts,MAP OF THE SOUL : PERSONA,Home,74,234177,False,0.633,0.799,7,-4.625,0,0.0427,0.0144,0.0,0.194,0.534,142.991,4,k-pop,3,3,Bts - Home
25457,2ayIgfvWo3SfYP2pVOr4pC,Rosé,R,Gone,72,207163,False,0.647,0.377,6,-6.003,1,0.0375,0.594,0.0,0.0768,0.653,79.936,4,k-pop,3,6,Rosé - Gone
25458,0Q5VnK2DYzRyfqQRJuUtvi,Ive,LOVE DIVE,Love dive,85,177186,False,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,4,k-pop,3,3,Ive - Love dive
25459,2xgACMNtJ5YktyvOC83SPO,Rosé,R,On the ground,72,168085,False,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,4,k-pop,3,2,Rosé - On the ground
25461,4IaxDf2FixiQXq0mW7key9,Jessi,ZOOM,Zoom,78,174840,False,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,4,k-pop,3,2,Jessi - Zoom
25462,1ZLrDPgR7mvuTco3rQK8Pk,"Shaun, Conor Maynard, Sam Feldt",Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],Way back home (feat. conor maynard) - sam feldt edit,73,192452,False,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,4,k-pop,3,2,"Shaun, Conor Maynard, Sam Feldt - Way back home  - sam feldt edit"
25463,0fZRNhPJ4AGmwY7rkpdbqK,Bts,MAP OF THE SOUL : 7,On,74,246380,False,0.583,0.817,9,-5.146,0,0.099,0.118,0.0,0.338,0.437,105.935,4,k-pop,3,3,Bts - On
25464,2EmcTFQ1rM11wp2ztsXTHa,Bts,MAP OF THE SOUL : 7,Black swan,74,198260,False,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,4,k-pop,3,3,Bts - Black swan
25465,0ZeGfEAL5Rl4pd5LZBGuEK,Hwa Sa,María,Maria,72,199026,False,0.658,0.749,9,-2.967,0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,4,k-pop,3,3,Hwa Sa - Maria
25466,7qmvLmX9tyaTiBAVNI6YEn,Blackpink,SQUARE TWO,Playing with fire,75,197288,False,0.706,0.756,4,-4.405,0,0.0845,0.0392,0.0,0.18,0.676,97.098,4,k-pop,3,3,Blackpink - Playing with fire
25467,6NEoeBLQbOMw92qMeLfI40,Blackpink,SQUARE ONE,Whistle,74,211631,False,0.818,0.723,11,-4.82,1,0.114,0.00561,0.0,0.0866,0.607,102.945,4,k-pop,3,2,Blackpink - Whistle
25468,66sBTYlkaiyBwf4fhbIHlZ,Jin,Jirisan (Original Television Soundtrack) Pt. 4,Yours,75,264840,False,0.488,0.427,6,-7.383,1,0.0382,0.354,0.0,0.0797,0.157,72.035,4,k-pop,3,6,Jin - Yours
25470,01380RE6UfsPSdiUIwrCoH,"Bts, Steve Aoki",Love Yourself 結 'Answer',Mic drop (steve aoki remix) - full length edition,72,307675,False,0.606,0.85,11,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01,4,k-pop,3,2,"Bts, Steve Aoki - Mic drop  - full length edition"
25472,63irPUP3xB74fHdw1Aw9zR,Stray Kids,ODDINARY,Maniac,80,182757,False,0.581,0.8,1,-2.613,1,0.411,0.154,0.0,0.0697,0.709,119.872,5,k-pop,3,2,Stray Kids - Maniac
25481,1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,First class,86,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,k-pop,3,5,Jack Harlow - First class
25482,0UzymivvUH5s8z4PeWZJaK,Enhypen,BORDER : CARNIVAL,Fever,77,172106,False,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,4,k-pop,3,3,Enhypen - Fever
25485,4XKXphKH76W4zNpkgFS5o2,J-Hope,MORE,More,77,180022,False,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,4,k-pop,3,2,J-Hope - More
25489,3O8G8eVrhfXTGttyQ1xVuq,Stray Kids,MAXIDENT,Case 143,82,191964,False,0.812,0.89,6,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006,4,k-pop,3,3,Stray Kids - Case 143
25490,5elW2CKSoqjYoJ32AGDxf1,Enhypen,DIMENSION : ANSWER,Polaroid love,78,184601,False,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,4,k-pop,3,3,Enhypen - Polaroid love
25491,56Yxkm62GtEpnPyG7TvwLY,Itzy,CRAZY IN LOVE,Loco,76,191462,False,0.759,0.886,1,-3.067,1,0.187,0.0103,2.04e-05,0.342,0.489,102.065,4,k-pop,3,2,Itzy - Loco
25493,308Ir17KlNdlrbVLHWhlLe,Twice,Formula of Love: O+T=<3,The feels,78,198053,False,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,4,k-pop,3,2,Twice - The feels
25494,1HsSIPLTQT354yJcQGfEY3,Tomorrow X Together,minisode 2: Thursday's Child,Good boy gone bad,78,191038,False,0.475,0.695,1,-5.919,1,0.102,0.0159,0.0,0.125,0.552,100.009,4,k-pop,3,2,Tomorrow X Together - Good boy gone bad
25496,1pdFdv8R6ezIAUUNkn785b,Seventeen,SEVENTEEN 4th Album Repackage 'SECTOR 17',Cheers,76,181466,False,0.74,0.848,2,-4.697,1,0.097,0.306,0.0,0.193,0.881,159.991,4,k-pop,3,2,Seventeen - Cheers
25497,3uRLwBjI2TahxslcMTvpFs,Bts,Love Yourself 承 'Her',Dna,73,223122,False,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817,4,k-pop,3,3,Bts - Dna
25498,0jSccBRnhNU4KtACMQPvco,Bts,MAP OF THE SOUL : PERSONA,Mikrokosmos,73,224225,False,0.579,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.043,3,k-pop,3,2,Bts - Mikrokosmos
25500,5MTGPkmiUuud9NkA0sl2nI,Bts,Love Yourself 轉 'Tear',Magic shop,72,275695,False,0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934,4,k-pop,3,2,Bts - Magic shop
25501,0nwTMzpatarzvLvtwwzdCt,Stray Kids,NOEASY,Thunderous,76,183266,False,0.601,0.786,1,-3.706,1,0.234,0.213,0.0,0.209,0.79,172.156,4,k-pop,3,2,Stray Kids - Thunderous
25502,6L88EH68XwlaXwvChlTS41,Bts,Love Yourself 結 'Answer',Epiphany,72,240361,False,0.508,0.559,2,-6.366,0,0.0276,0.288,0.0,0.131,0.329,135.866,4,k-pop,3,3,Bts - Epiphany
25504,3wQnyXNFXNUEOBt1pb4urq,Bts,The Most Beautiful Moment in Life Pt.1,I need u,71,210986,False,0.478,0.88,5,-3.097,0,0.0739,0.0213,0.0,0.24,0.707,158.356,4,k-pop,3,3,Bts - I need u
25507,133ocfbXXG4HTk76qgSeUb,Bts,MAP OF THE SOUL : 7,We are bulletproof : the eternal,71,261542,False,0.522,0.574,9,-5.225,0,0.0317,0.224,0.0,0.108,0.176,84.044,4,k-pop,3,3,Bts - We are bulletproof : the eternal
25508,1IthE5GNiRzFN5CVaCa445,Bts,Proof,Born singer,75,238628,False,0.602,0.841,8,-3.334,0,0.109,0.0354,0.0,0.235,0.684,157.937,4,k-pop,3,3,Bts - Born singer
25510,0aE3V0zgSD2YwkEHW42gxG,Bts,The Most Beautiful Moment in Life: Young Forever,Burning up (fire),72,203351,False,0.626,0.706,10,-3.201,0,0.0596,0.00225,0.0,0.122,0.534,99.939,4,k-pop,3,3,Bts - Burning up
25515,4pTkDIlpFNoeWbahu8pVXW,"Izzamuzzic, Julien Marchal",Shootout,Shootout,78,295308,False,0.663,0.578,2,-9.079,1,0.0687,0.312,0.906,0.109,0.553,86.986,4,k-pop,3,1,"Izzamuzzic, Julien Marchal - Shootout"
25517,03UrZgTINDqvnUMbbIMhql,Psy,Gangnam Style (강남스타일),Gangnam style (강남스타일),74,219493,False,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,4,k-pop,3,3,Psy - Gangnam style
25523,3CYH422oy1cZNoo0GTG1TK,Red Velvet,‘The ReVe Festival’ Finale,Psycho,75,210560,False,0.664,0.666,8,-2.203,1,0.0446,0.193,0.0,0.0854,0.405,139.987,4,k-pop,3,2,Red Velvet - Psycho
25524,3zhbXKFjUDw40pTYyCgt1Y,Twice,Summer Nights,What is love,75,208240,False,0.574,0.909,8,-1.573,1,0.0658,0.0987,0.0,0.264,0.569,169.966,4,k-pop,3,2,Twice - What is love
25525,37ZtpRBkHcaq6hHy0X98zn,Twice,Eyes Wide Open,I can't stop me,76,205493,False,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,4,k-pop,3,3,Twice - I can't stop me
25526,44tTqUi3xi7E28QLzHVdUA,Tomorrow X Together,The Chaos Chapter: FREEZE,Anti-romantic,72,215188,False,0.641,0.489,0,-8.668,0,0.11,0.0509,0.0,0.071,0.206,142.977,4,k-pop,3,3,Tomorrow X Together - Anti-romantic
25527,1dS4l6xmdgEhCZTAhdOm4N,Bts,Love Yourself 結 'Answer',Serendipity - full length edition,73,276707,False,0.422,0.578,8,-7.524,1,0.0548,0.443,0.0,0.231,0.227,128.921,4,k-pop,3,2,Bts - Serendipity - full length edition
25528,3NxuezMdSLgt4OwHzBoUhL,Shaun,Take,Way back home,71,214136,False,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,4,k-pop,3,2,Shaun - Way back home
25530,0IGUXY4JbK18bu9oD4mPIm,(G)I-Dle,I NEVER DIE,Tomboy,80,174386,False,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,4,k-pop,3,3,I-Dle - Tomboy
25536,4XPXrcpyNr30Km6aPiflJy,Stray Kids,GO LIVE,God’s menu,76,167922,False,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052,4,k-pop,3,2,Stray Kids - God’s menu
25537,6pp6xf9zS55GD4nr318XUH,Bts,Love Yourself 承 'Her',Dimple,72,196776,False,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872,4,k-pop,3,3,Bts - Dimple
25538,7bxGcILuAjkZzaveU28ZJS,Bts,The Most Beautiful Moment in Life: Young Forever,Save me,72,196505,False,0.613,0.822,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.54,139.936,4,k-pop,3,2,Bts - Save me
25539,7Ki0hse0IfXEcXUlpyECbJ,Bts,BE,Blue & grey,71,254950,False,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,4,k-pop,3,2,Bts - Blue & grey
25543,4lAE47gj539h8R1yxPhhGG,Bts,Love Yourself 轉 'Tear',Airplane pt.2,72,218614,False,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,4,k-pop,3,3,Bts - Airplane pt.2
